"datetime","main.aqi","components.co","components.no","components.no2","components.o3","components.so2","components.pm2_5","components.pm10","components.nh3","coord.lon","coord.lat","extraction_date_time","city_name"
"2023-12-03 08:31:08+08:00",2.0,293.73,0.61,3.6,66.52,5.54,3.09,3.89,2.38,119.9811,16.1561,"2023-12-03 08:31:08.809361+08:00","Alaminos"
"2023-12-03 08:31:11+08:00",1.0,297.07,0.4,1.95,55.79,0.89,4.02,5.52,1.85,120.5833,15.15,"2023-12-03 08:31:11.499389+08:00","Angeles City"
"2023-12-03 08:31:13+08:00",2.0,257.02,0.15,0.86,60.08,0.25,2.0,2.63,0.9,121.19,15.6181,"2023-12-03 08:31:13.709895+08:00","Antipolo"
"2023-12-03 08:31:15+08:00",1.0,195.27,0.03,0.75,56.51,1.8,2.04,2.32,0.27,123.5085,12.2285,"2023-12-03 08:31:16.081720+08:00","Bacolod"
"2023-12-03 08:31:18+08:00",2.0,473.98,2.15,12.34,65.8,8.94,9.5,18.76,4.75,120.929,14.459000000000001,"2023-12-03 08:31:18.564690+08:00","Bacoor"
"2023-12-03 08:31:20+08:00",1.0,216.96,0.19,1.19,58.65,2.15,3.91,5.47,0.49,122.8333,10.5333,"2023-12-03 08:31:20.838133+08:00","Bago City"
"2023-12-03 08:31:22+08:00",1.0,300.41,0.27,1.65,55.08,1.59,4.91,5.71,1.84,120.5931,16.4164,"2023-12-03 08:31:23.304894+08:00","Baguio"
"2023-12-03 08:31:24+08:00",1.0,200.27,0.13,0.99,50.78,0.61,1.93,2.37,0.54,123.1228,9.5911,"2023-12-03 08:31:25.092927+08:00","Bais"
"2023-12-03 08:31:27+08:00",2.0,283.72,0.42,2.53,69.38,1.74,3.85,6.41,1.49,120.5361,14.6761,"2023-12-03 08:31:27.875556+08:00","Balanga"
"2023-12-03 08:31:30+08:00",2.0,273.71,0.12,0.95,77.25,0.27,1.25,1.5,0.78,120.5649,18.0554,"2023-12-03 08:31:30.744704+08:00","Batac City"
"2023-12-03 08:31:32+08:00",1.0,240.33,1.34,6.34,59.37,6.38,3.97,8.42,1.5,121.05,13.75,"2023-12-03 08:31:33.166308+08:00","Batangas City"
"2023-12-03 08:31:34+08:00",1.0,206.95,0.17,1.26,50.78,0.72,2.16,2.5,0.67,122.8011,9.3636,"2023-12-03 08:31:34.632301+08:00","Bayawan"
"2023-12-03 08:31:37+08:00",2.0,198.6,0.03,0.32,64.37,6.86,3.3,4.08,0.13,123.7135,13.4083,"2023-12-03 08:31:37.341742+08:00","Baybay"
"2023-12-03 08:31:39+08:00",1.0,206.95,0.13,2.79,27.18,0.89,2.31,2.81,0.46,125.7675,8.7561,"2023-12-03 08:31:39.764474+08:00","Bayugan"
"2023-12-03 08:31:41+08:00",1.0,213.62,0.2,1.84,41.84,0.54,1.85,2.47,0.56,125.0336,11.0725,"2023-12-03 08:31:41.582691+08:00","Bislig"
"2023-12-03 08:31:44+08:00",2.0,363.83,1.51,9.25,66.52,12.16,5.69,13.21,3.58,121.0807,14.3427,"2023-12-03 08:31:44.994676+08:00","Biñan"
"2023-12-03 08:31:46+08:00",1.0,200.27,0.14,0.64,50.07,0.63,1.7,2.2,0.29,124.0055,11.0517,"2023-12-03 08:31:46.826564+08:00","Bogo"
"2023-12-03 08:31:48+08:00",1.0,183.58,0.02,0.56,49.35,0.31,2.96,4.9,0.03,125.4319,11.6081,"2023-12-03 08:31:48.669523+08:00","Borongan"
"2023-12-03 08:31:50+08:00",1.0,200.27,0.05,0.95,50.07,0.25,0.79,0.97,0.29,125.5436,8.9492,"2023-12-03 08:31:51.035955+08:00","Butuan"
"2023-12-03 08:31:52+08:00",1.0,230.31,0.17,2.16,27.54,0.42,2.62,3.09,0.98,125.5344,9.1236,"2023-12-03 08:31:52.368085+08:00","Cabadbaran"
"2023-12-03 08:31:53+08:00",2.0,280.38,0.24,1.37,63.66,0.47,2.97,4.03,1.54,120.9667,15.4833,"2023-12-03 08:31:54.047792+08:00","Cabanatuan City"
"2023-12-03 08:31:55+08:00",2.0,363.83,1.51,9.25,66.52,12.16,5.69,13.21,3.58,121.1262,14.2726,"2023-12-03 08:31:55.617011+08:00","Cabuyao"
"2023-12-03 08:31:58+08:00",1.0,191.93,0.05,0.32,57.22,1.74,2.88,4.26,0.01,123.2856,10.9506,"2023-12-03 08:31:58.389468+08:00","Cadiz"
"2023-12-03 08:32:00+08:00",1.0,313.76,0.22,3.21,45.42,1.24,5.38,6.79,3.07,124.6472,8.4822,"2023-12-03 08:32:00.953335+08:00","Cagayan de Oro"
"2023-12-03 08:32:03+08:00",2.0,220.3,0.58,4.07,62.94,4.41,3.02,7.45,1.19,120.8133,13.9324,"2023-12-03 08:32:03.360787+08:00","Calaca"
"2023-12-03 08:32:04+08:00",2.0,363.83,1.51,9.25,66.52,12.16,5.69,13.21,3.58,121.1653,14.2117,"2023-12-03 08:32:04.996360+08:00","Calamba"
"2023-12-03 08:32:07+08:00",2.0,193.6,0.29,2.16,67.23,2.44,2.58,6.41,0.17,121.1803,13.4117,"2023-12-03 08:32:07.992024+08:00","Calapan"
"2023-12-03 08:32:10+08:00",1.0,193.6,0.02,0.51,39.7,3.52,2.77,3.54,0.23,124.6,12.0667,"2023-12-03 08:32:10.272737+08:00","Calbayog City"
"2023-12-03 08:32:11+08:00",2.0,333.79,0.79,4.84,67.95,3.4,5.42,9.81,2.91,120.9667,14.65,"2023-12-03 08:32:12.049775+08:00","Caloocan City"
"2023-12-03 08:32:13+08:00",1.0,270.37,0.17,0.94,50.07,0.42,2.5,2.85,1.66,120.4517,17.1947,"2023-12-03 08:32:13.953177+08:00","Candon"
"2023-12-03 08:32:15+08:00",1.0,330.45,1.19,4.03,41.84,1.25,6.21,7.78,3.83,123.1964,10.3864,"2023-12-03 08:32:15.684544+08:00","Canlaon"
"2023-12-03 08:32:18+08:00",1.0,220.3,0.45,2.21,55.79,3.13,2.52,4.01,1.19,123.6402,10.1061,"2023-12-03 08:32:18.499842+08:00","Carcar"
"2023-12-03 08:32:20+08:00",2.0,363.83,1.51,9.25,66.52,12.16,5.69,13.21,3.58,121.0576,14.3132,"2023-12-03 08:32:20.600023+08:00","Carmona"
"2023-12-03 08:32:22+08:00",1.0,191.93,0.05,0.46,42.2,0.47,1.74,2.34,0.35,124.8861,11.7753,"2023-12-03 08:32:23.051142+08:00","Catbalogan"
"2023-12-03 08:32:25+08:00",1.0,410.56,0.91,4.33,24.68,0.75,7.77,9.18,10.39,121.7725,16.9347,"2023-12-03 08:32:25.761642+08:00","Cauayan"
"2023-12-03 08:32:27+08:00",2.0,473.98,2.15,12.34,65.8,8.94,9.5,18.76,4.75,120.9169,14.4825,"2023-12-03 08:32:27.758534+08:00","Cavite City"
"2023-12-03 08:32:29+08:00",1.0,240.33,0.53,2.55,47.21,3.01,2.78,3.96,1.74,123.8907,10.3167,"2023-12-03 08:32:29.445815+08:00","Cebu City"
"2023-12-03 08:32:31+08:00",2.0,317.1,0.95,5.23,63.66,5.72,4.38,9.97,2.66,121.1,14.6333,"2023-12-03 08:32:31.938360+08:00","City of Marikina"
"2023-12-03 08:32:34+08:00",1.0,195.27,0.03,0.75,56.51,1.8,2.04,2.32,0.27,123.5833,12.3333,"2023-12-03 08:32:34.427812+08:00","City of Masbate"
"2023-12-03 08:32:36+08:00",1.0,226.97,0.13,1.84,47.21,1.3,2.97,3.8,1.22,122.65,11.15,"2023-12-03 08:32:36.896172+08:00","City of Passi"
"2023-12-03 08:32:38+08:00",1.0,196.93,0.03,0.57,58.65,2.41,1.73,2.26,0.31,123.9833,12.9833,"2023-12-03 08:32:38.775820+08:00","City of Sorsogon"
"2023-12-03 08:32:40+08:00",1.0,327.11,0.35,1.8,41.84,0.44,6.99,8.12,2.47,124.2464,7.2236,"2023-12-03 08:32:40.393570+08:00","Cotabato"
"2023-12-03 08:32:41+08:00",1.0,290.39,0.1,0.88,54.36,0.14,3.7,3.98,0.57,121.5047,17.7061,"2023-12-03 08:32:42.096034+08:00","Dagupan"
"2023-12-03 08:32:44+08:00",1.0,195.27,0.26,1.5,56.51,2.47,1.65,2.11,0.22,124.0272,10.5208,"2023-12-03 08:32:44.528467+08:00","Danao"
"2023-12-03 08:32:46+08:00",1.0,240.33,0.53,2.55,47.21,3.01,2.78,3.96,1.74,123.9469,10.2706,"2023-12-03 08:32:47.128298+08:00","Dapitan"
"2023-12-03 08:32:49+08:00",2.0,427.25,1.57,11.48,69.38,11.21,8.12,15.99,4.31,120.9367,14.3294,"2023-12-03 08:32:49.575465+08:00","Dasmariñas"
"2023-12-03 08:32:51+08:00",1.0,230.31,0.35,2.91,38.62,0.81,0.98,1.38,0.73,125.6128,7.0731,"2023-12-03 08:32:51.967168+08:00","Davao"
"2023-12-03 08:32:54+08:00",1.0,230.31,0.17,1.52,42.56,0.47,1.34,1.88,1.2,125.3572,6.7497,"2023-12-03 08:32:54.646557+08:00","Digos"
"2023-12-03 08:32:56+08:00",1.0,193.6,0.02,0.66,55.08,0.29,0.95,1.13,0.14,123.3414,8.5894,"2023-12-03 08:32:57.217043+08:00","Dipolog"
"2023-12-03 08:32:58+08:00",1.0,203.61,0.22,1.46,55.08,1.06,2.01,2.4,0.38,123.3081,9.3103,"2023-12-03 08:32:58.534850+08:00","Dumaguete"
"2023-12-03 08:32:59+08:00",1.0,220.3,0.07,1.01,49.35,0.36,1.27,1.69,1.57,124.5225,8.5631,"2023-12-03 08:33:00.094961+08:00","El Salvador"
"2023-12-03 08:33:01+08:00",1.0,190.26,0.06,0.35,56.51,1.24,2.26,3.46,0.0,123.4992,10.8403,"2023-12-03 08:33:01.397823+08:00","Escalante"
"2023-12-03 08:33:03+08:00",2.0,317.1,0.41,2.21,62.94,0.7,4.36,6.24,2.01,120.9464,15.3072,"2023-12-03 08:33:03.461408+08:00","Gapan"
"2023-12-03 08:33:05+08:00",1.0,243.66,0.07,1.2,44.35,0.25,1.92,2.4,1.38,125.1717,6.1128,"2023-12-03 08:33:05.789459+08:00","General Santos"
"2023-12-03 08:33:07+08:00",2.0,427.25,1.57,11.48,69.38,11.21,8.12,15.99,4.31,120.8817,14.3869,"2023-12-03 08:33:07.561933+08:00","General Trias"
"2023-12-03 08:33:09+08:00",2.0,190.26,0.03,0.43,60.8,0.06,0.5,0.58,0.18,125.1167,8.8333,"2023-12-03 08:33:09.671561+08:00","Gingoog City"
"2023-12-03 08:33:11+08:00",1.0,303.75,0.44,3.13,56.51,1.55,5.59,7.43,3.67,122.8706,10.0989,"2023-12-03 08:33:12.093162+08:00","Himamaylan"
"2023-12-03 08:33:14+08:00",2.0,534.06,1.09,4.5,22.35,0.58,13.6,14.69,4.75,121.8892,17.1485,"2023-12-03 08:33:14.791614+08:00","Ilagan"
"2023-12-03 08:33:16+08:00",1.0,220.3,0.11,2.16,47.92,2.09,1.46,1.99,1.98,124.4,8.25,"2023-12-03 08:33:16.255881+08:00","Iligan City"
"2023-12-03 08:33:18+08:00",1.0,240.33,0.13,1.74,55.08,1.09,2.93,3.89,1.16,122.55,10.75,"2023-12-03 08:33:19.128859+08:00","Iloilo City"
"2023-12-03 08:33:20+08:00",2.0,473.98,2.15,12.34,65.8,8.94,9.5,18.76,4.75,120.9367,14.4297,"2023-12-03 08:33:20.988381+08:00","Imus"
"2023-12-03 08:33:23+08:00",1.0,216.96,0.16,1.09,50.07,7.09,4.39,5.28,0.83,123.4167,13.4167,"2023-12-03 08:33:23.453496+08:00","Iriga City"
"2023-12-03 08:33:25+08:00",1.0,257.02,0.42,2.19,58.65,2.06,4.72,6.4,1.65,122.9888,10.2048,"2023-12-03 08:33:25.701064+08:00","Isabela"
"2023-12-03 08:33:27+08:00",1.0,250.34,0.25,1.69,52.21,0.51,2.88,3.67,2.0,122.8122,9.9889,"2023-12-03 08:33:28.016648+08:00","Kabankalan"
"2023-12-03 08:33:29+08:00",2.0,514.03,1.27,11.82,41.84,2.65,12.49,15.36,18.24,125.0894,7.0083,"2023-12-03 08:33:30.089247+08:00","Kidapawan"
