"datetime","main.aqi","components.co","components.no","components.no2","components.o3","components.so2","components.pm2_5","components.pm10","components.nh3","city_name"
"2025-07-01 00:02:03+08:00",1.0,116.29,0.0,0.25,39.51,0.06,1.1,1.79,0.04,"Isabela"
"2025-07-01 00:02:05+08:00",1.0,113.77,0.0,0.21,38.88,0.04,1.15,2.02,0.02,"Kabankalan"
"2025-07-01 00:02:06+08:00",1.0,150.87,0.06,1.46,22.44,0.19,2.18,2.66,0.59,"Kidapawan"
"2025-07-01 00:02:08+08:00",1.0,106.87,0.0,0.12,40.69,0.04,1.25,2.65,0.0,"Koronadal"
"2025-07-01 00:02:10+08:00",1.0,118.52,0.0,0.33,39.01,0.08,1.1,1.73,0.08,"La Carlota"
"2025-07-01 00:02:11+08:00",1.0,103.26,0.0,0.24,37.32,0.08,0.99,1.9,0.01,"Lamitan"
"2025-07-01 00:02:13+08:00",1.0,253.66,0.0,6.71,37.12,2.45,6.98,7.72,0.24,"Laoag"
"2025-07-01 00:02:15+08:00",1.0,134.52,0.01,1.23,31.35,0.27,1.3,1.6,0.43,"Lapu-Lapu City"
"2025-07-01 00:02:17+08:00",1.0,153.23,0.0,0.65,49.81,0.18,0.96,1.45,0.32,"Las Piñas"
"2025-07-01 00:02:19+08:00",1.0,189.01,0.0,2.75,29.11,0.4,2.63,3.07,0.35,"Legazpi City"
"2025-07-01 00:02:21+08:00",1.0,158.46,0.0,1.66,34.22,0.25,1.64,2.14,0.23,"Ligao"
"2025-07-01 00:02:23+08:00",1.0,159.18,0.0,0.88,49.69,0.11,0.99,1.29,0.12,"Lipa City"
"2025-07-01 00:02:24+08:00",1.0,120.18,0.0,0.21,40.05,0.05,1.22,2.14,0.02,"Lucena"
"2025-07-01 00:02:26+08:00",1.0,120.18,0.0,0.21,40.05,0.05,1.22,2.14,0.02,"Maasin"
"2025-07-01 00:02:29+08:00",1.0,132.19,0.0,0.23,48.16,0.07,0.83,1.27,0.01,"Mabalacat City"
"2025-07-01 00:02:31+08:00",1.0,156.74,0.0,1.09,47.49,0.3,1.0,1.43,0.63,"Makati City"
"2025-07-01 00:02:32+08:00",1.0,127.77,0.0,0.45,46.74,0.16,1.25,1.97,0.0,"Malabon"
"2025-07-01 00:02:34+08:00",2.0,388.53,0.84,7.49,3.9,0.83,11.18,12.02,4.42,"Malaybalay"
"2025-07-01 00:02:36+08:00",1.0,152.24,0.0,1.08,46.37,0.37,1.02,1.61,0.75,"Malolos"
"2025-07-01 00:02:38+08:00",1.0,156.74,0.0,1.09,47.49,0.3,1.0,1.43,0.63,"Mandaluyong City"
"2025-07-01 00:02:39+08:00",1.0,134.52,0.01,1.23,31.35,0.27,1.3,1.6,0.43,"Mandaue City"
"2025-07-01 00:02:41+08:00",1.0,152.74,0.0,0.87,48.09,0.28,0.99,1.53,0.54,"Manila"
"2025-07-01 00:02:43+08:00",1.0,107.1,0.0,0.23,31.95,0.04,0.79,1.05,0.06,"Marawi"
"2025-07-01 00:02:45+08:00",2.0,432.47,1.84,7.5,12.29,1.02,17.75,19.59,5.3,"Mati"
"2025-07-01 00:02:47+08:00",1.0,152.74,0.0,0.87,48.09,0.28,0.99,1.53,0.54,"Meycauayan"
"2025-07-01 00:02:49+08:00",1.0,235.7,0.53,3.63,40.67,1.04,4.84,6.59,1.26,"Muñoz"
"2025-07-01 00:02:51+08:00",1.0,129.82,0.0,0.63,41.95,0.12,0.59,1.09,0.07,"Naga"
"2025-07-01 00:02:53+08:00",1.0,152.74,0.0,0.87,48.09,0.28,0.99,1.53,0.54,"Navotas"
"2025-07-01 00:02:55+08:00",1.0,140.63,0.0,0.25,49.61,0.08,1.06,1.83,0.01,"Olongapo"
"2025-07-01 00:02:57+08:00",1.0,153.64,0.01,3.21,27.14,1.01,2.0,2.66,0.83,"Ormoc"
"2025-07-01 00:03:00+08:00",1.0,175.59,0.21,1.89,27.91,0.2,3.5,3.78,1.07,"Oroquieta"
"2025-07-01 00:03:02+08:00",1.0,112.24,0.0,0.56,34.78,0.08,0.96,1.26,0.23,"Ozamiz City"
"2025-07-01 00:03:04+08:00",1.0,119.08,0.0,0.97,34.99,0.18,1.3,2.08,0.65,"Pagadian"
"2025-07-01 00:03:06+08:00",1.0,148.04,0.0,2.94,43.67,1.13,1.29,2.4,0.36,"Palayan City"
"2025-07-01 00:03:08+08:00",1.0,334.33,0.9,6.63,9.94,0.83,9.62,10.63,3.94,"Panabo"
"2025-07-01 00:03:09+08:00",1.0,156.74,0.0,1.09,47.49,0.3,1.0,1.43,0.63,"Paranaque City"
"2025-07-01 00:03:12+08:00",1.0,156.74,0.0,1.09,47.49,0.3,1.0,1.43,0.63,"Pasig"
"2025-07-01 00:03:13+08:00",1.0,118.12,0.0,0.51,42.37,0.16,0.81,1.13,0.14,"Puerto Princesa City"
"2025-07-01 00:03:15+08:00",1.0,161.57,0.0,1.52,45.58,0.49,1.16,1.75,1.06,"Quezon City"
"2025-07-01 00:03:16+08:00",3.0,1035.21,5.68,17.85,3.19,3.5,46.53,49.96,9.42,"Roxas"
"2025-07-01 00:03:18+08:00",1.0,174.52,0.03,2.52,22.57,0.33,2.86,3.41,0.9,"Sagay"
"2025-07-01 00:03:20+08:00",1.0,145.13,0.0,0.24,50.93,0.08,1.0,1.68,0.01,"Samal"
"2025-07-01 00:03:22+08:00",1.0,137.93,0.0,1.57,45.61,0.59,0.99,1.67,0.18,"San Carlos"
"2025-07-01 00:03:24+08:00",1.0,227.84,0.07,2.86,26.48,0.67,5.05,6.81,0.43,"San Fernando"
"2025-07-01 00:03:26+08:00",2.0,470.19,0.17,5.31,4.37,0.59,16.46,17.52,1.88,"San Jose"
"2025-07-01 00:03:27+08:00",1.0,166.36,0.0,1.95,43.69,0.67,1.32,2.07,1.49,"San Jose del Monte"
"2025-07-01 00:03:29+08:00",1.0,335.39,0.03,8.63,29.43,2.59,9.79,10.88,0.58,"San Juan"
"2025-07-01 00:03:31+08:00",1.0,138.08,0.0,0.21,49.05,0.07,0.72,1.14,0.02,"San Pablo"
"2025-07-01 00:03:32+08:00",3.0,889.1,0.16,21.07,6.96,3.14,39.48,41.23,10.74,"San Pedro"
"2025-07-01 00:03:34+08:00",1.0,137.93,0.0,1.57,45.61,0.59,0.99,1.67,0.18,"Santa Rosa"
"2025-07-01 00:03:36+08:00",2.0,437.74,0.09,9.74,19.99,1.74,14.01,15.63,1.03,"Santiago"
"2025-07-01 00:03:37+08:00",3.0,953.83,3.85,18.45,4.69,3.42,43.71,46.82,9.83,"Santo Tomas"
"2025-07-01 00:03:39+08:00",1.0,120.75,0.0,0.41,38.5,0.1,1.09,1.67,0.13,"Silay City"
"2025-07-01 00:03:41+08:00",1.0,113.18,0.0,0.16,39.04,0.05,1.4,3.12,0.0,"Sipalay"
"2025-07-01 00:03:42+08:00",2.0,432.47,1.84,7.5,12.29,1.02,17.75,19.59,5.3,"Surigao City"
"2025-07-01 00:03:44+08:00",1.0,168.28,0.0,2.05,32.23,0.3,1.97,2.38,0.27,"Tabaco"
"2025-07-01 00:03:46+08:00",3.0,894.13,5.1,15.24,4.19,3.68,40.49,44.04,8.7,"Tabuk"
"2025-07-01 00:03:48+08:00",1.0,158.09,0.0,4.29,28.97,1.45,1.99,2.52,1.03,"Tacloban City"
"2025-07-01 00:03:50+08:00",1.0,109.34,0.0,0.26,38.34,0.05,1.16,2.15,0.05,"Tacurong"
"2025-07-01 00:03:51+08:00",1.0,156.94,0.0,0.53,51.59,0.09,1.01,1.44,0.08,"Tagaytay City"
"2025-07-01 00:03:52+08:00",1.0,156.74,0.0,1.09,47.49,0.3,1.0,1.43,0.63,"Taguig"
"2025-07-01 00:03:54+08:00",1.0,150.17,0.0,1.25,40.65,0.35,1.78,2.06,0.24,"Talisay"
"2025-07-01 00:03:56+08:00",1.0,155.53,0.0,0.77,49.55,0.11,0.91,1.2,0.16,"Tanauan"
"2025-07-01 00:03:58+08:00",2.0,303.23,0.64,3.7,1.04,0.4,11.05,11.5,1.65,"Tandag"
"2025-07-01 00:04:00+08:00",1.0,120.75,0.0,0.41,38.5,0.1,1.09,1.67,0.13,"Tangub"
"2025-07-01 00:04:01+08:00",1.0,114.63,0.0,0.36,35.94,0.04,1.13,1.79,0.07,"Tanjay"
"2025-07-01 00:04:03+08:00",1.0,128.6,0.0,0.24,47.57,0.07,0.81,1.17,0.0,"Tarlac City"
"2025-07-01 00:04:04+08:00",1.0,200.26,0.19,1.75,34.06,0.25,2.65,2.96,0.46,"Tayabas"
"2025-07-01 00:04:06+08:00",1.0,140.26,0.01,1.35,29.91,0.28,1.53,1.93,0.55,"Toledo City"
"2025-07-01 00:04:08+08:00",3.0,692.22,1.39,12.74,5.63,2.57,28.59,30.55,6.73,"Tuguegarao"
"2025-07-01 00:04:11+08:00",1.0,131.9,0.0,0.7,46.43,0.21,0.95,1.5,0.15,"Urdaneta"
"2025-07-01 00:04:13+08:00",1.0,166.2,0.02,3.5,23.72,0.97,2.53,3.41,0.99,"Valencia"
"2025-07-01 00:04:15+08:00",1.0,152.74,0.0,0.87,48.09,0.28,0.99,1.53,0.54,"Valenzuela"
"2025-07-01 00:04:17+08:00",1.0,119.24,0.0,0.51,37.08,0.13,0.88,1.22,0.18,"Victorias"
"2025-07-01 00:04:20+08:00",1.0,260.82,0.03,5.74,34.94,1.8,7.18,8.28,0.4,"Vigan"
"2025-07-01 00:04:21+08:00",1.0,111.37,0.0,0.74,33.92,0.15,1.22,2.29,0.22,"Zamboanga City"
"2025-07-01 01:00:00+08:00",1.0,125.3,0.0,0.56,45.45,0.23,1.33,2.39,0.01,"Alaminos"
"2025-07-01 01:00:01+08:00",1.0,140.12,0.0,0.23,49.5,0.08,0.96,1.53,0.01,"Angeles City"
"2025-07-01 01:00:04+08:00",2.0,361.55,1.54,6.29,34.27,1.88,10.22,13.23,2.81,"Antipolo"
"2025-07-01 01:00:06+08:00",2.0,387.16,1.44,6.21,11.26,0.88,10.68,11.7,1.5,"Bacolod"
"2025-07-01 01:00:08+08:00",1.0,157.57,0.0,0.64,50.48,0.18,1.06,1.53,0.29,"Bacoor"
"2025-07-01 01:00:10+08:00",1.0,120.03,0.0,0.31,39.6,0.08,1.18,1.87,0.08,"Bago City"
"2025-07-01 01:00:12+08:00",1.0,247.08,0.07,3.01,26.27,0.51,5.51,7.07,0.5,"Baguio"
"2025-07-01 01:00:14+08:00",1.0,116.79,0.0,0.43,34.49,0.04,1.22,1.88,0.09,"Bais"
"2025-07-01 01:00:15+08:00",1.0,149.72,0.0,0.24,51.85,0.08,1.12,1.82,0.01,"Balanga"
"2025-07-01 01:00:18+08:00",1.0,276.04,0.0,7.07,35.15,2.54,7.74,8.55,0.24,"Batac City"
"2025-07-01 01:00:19+08:00",1.0,163.13,0.0,0.92,48.88,0.11,1.09,1.43,0.11,"Batangas City"
"2025-07-01 01:00:22+08:00",1.0,132.5,0.01,0.88,29.62,0.09,1.92,2.75,0.33,"Bayawan"
"2025-07-01 01:00:24+08:00",1.0,148.33,0.0,1.31,35.57,0.19,1.29,1.68,0.18,"Baybay"
"2025-07-01 01:00:25+08:00",2.0,423.91,1.37,7.79,1.39,0.9,14.18,15.25,8.36,"Bayugan"
"2025-07-01 01:00:27+08:00",1.0,150.68,0.0,3.2,29.98,1.01,1.67,2.09,0.77,"Bislig"
"2025-07-01 01:00:29+08:00",1.0,156.54,0.0,0.7,49.99,0.1,0.92,1.19,0.19,"Biñan"
"2025-07-01 01:00:31+08:00",1.0,190.72,0.03,3.75,19.05,0.73,3.47,4.25,1.09,"Bogo"
"2025-07-01 01:00:33+08:00",1.0,209.26,0.0,7.18,28.76,1.93,4.2,4.51,0.98,"Borongan"
"2025-07-01 01:00:35+08:00",2.0,485.96,2.32,9.57,0.56,1.29,17.61,19.17,15.07,"Butuan"
"2025-07-01 01:00:38+08:00",2.0,516.6,2.41,10.62,0.48,1.43,20.4,22.35,14.63,"Cabadbaran"
"2025-07-01 01:00:40+08:00",1.0,139.26,0.0,1.43,45.57,0.55,0.99,1.6,0.17,"Cabanatuan City"
"2025-07-01 01:00:42+08:00",1.0,156.54,0.0,0.7,49.99,0.1,0.92,1.19,0.19,"Cabuyao"
"2025-07-01 01:00:45+08:00",1.0,146.55,0.01,1.42,30.51,0.21,1.88,2.32,0.5,"Cadiz"
"2025-07-01 01:00:46+08:00",1.0,247.22,0.18,4.01,17.92,0.37,5.6,6.03,2.69,"Cagayan de Oro"
"2025-07-01 01:00:48+08:00",1.0,160.27,0.0,0.59,51.0,0.09,1.11,1.54,0.07,"Calaca"
"2025-07-01 01:00:50+08:00",1.0,156.54,0.0,0.7,49.99,0.1,0.92,1.19,0.19,"Calamba"
"2025-07-01 01:00:52+08:00",1.0,156.94,0.0,0.8,47.64,0.1,1.0,1.38,0.08,"Calapan"
"2025-07-01 01:00:55+08:00",1.0,204.86,0.01,5.7,26.29,2.01,4.02,5.16,2.35,"Calbayog City"
"2025-07-01 01:00:57+08:00",1.0,156.99,0.0,0.83,48.86,0.28,1.08,1.58,0.49,"Caloocan City"
"2025-07-01 01:00:58+08:00",2.0,419.21,0.15,8.1,17.55,1.32,13.39,15.2,0.96,"Candon"
"2025-07-01 01:01:00+08:00",1.0,115.28,0.0,0.27,39.02,0.06,1.09,1.63,0.06,"Canlaon"
"2025-07-01 01:01:02+08:00",1.0,120.24,0.0,0.59,37.23,0.21,0.86,1.07,0.2,"Carcar"
"2025-07-01 01:01:04+08:00",1.0,156.54,0.0,0.7,49.99,0.1,0.92,1.19,0.19,"Carmona"
"2025-07-01 01:01:06+08:00",1.0,148.71,0.0,4.12,29.48,2.18,2.1,2.77,0.86,"Catbalogan"
"2025-07-01 01:01:08+08:00",4.0,1161.28,8.62,16.5,1.3,3.35,53.21,56.83,9.18,"Cauayan"
"2025-07-01 01:01:10+08:00",1.0,157.57,0.0,0.64,50.48,0.18,1.06,1.53,0.29,"Cavite City"
"2025-07-01 01:01:13+08:00",1.0,134.32,0.0,1.18,31.74,0.26,1.3,1.56,0.4,"Cebu City"
"2025-07-01 01:01:15+08:00",1.0,165.12,0.0,1.45,46.24,0.49,1.22,1.7,0.97,"City of Marikina"
"2025-07-01 01:01:16+08:00",2.0,387.16,1.44,6.21,11.26,0.88,10.68,11.7,1.5,"City of Masbate"
"2025-07-01 01:01:19+08:00",1.0,120.63,0.0,0.32,39.04,0.07,1.13,1.89,0.08,"City of Passi"
"2025-07-01 01:01:21+08:00",1.0,207.6,0.01,3.47,25.63,0.45,3.35,3.88,0.51,"City of Sorsogon"
"2025-07-01 01:01:23+08:00",1.0,106.35,0.0,0.18,37.09,0.04,0.97,1.6,0.01,"Cotabato"
"2025-07-01 01:01:25+08:00",3.0,782.8,2.76,14.24,4.8,3.42,34.3,36.85,8.74,"Dagupan"
"2025-07-01 01:01:27+08:00",1.0,133.52,0.0,1.34,30.71,0.32,1.24,1.49,0.44,"Danao"
"2025-07-01 01:01:29+08:00",1.0,134.32,0.0,1.18,31.74,0.26,1.3,1.56,0.4,"Dapitan"
"2025-07-01 01:01:31+08:00",1.0,158.14,0.0,0.46,52.11,0.08,1.04,1.47,0.1,"Dasmariñas"
"2025-07-01 01:01:32+08:00",1.0,182.52,0.1,2.18,12.59,0.24,3.37,3.9,0.84,"Davao"
"2025-07-01 01:01:35+08:00",1.0,130.25,0.04,0.78,30.0,0.11,1.78,2.71,0.29,"Digos"
"2025-07-01 01:01:37+08:00",1.0,193.78,0.08,3.27,23.75,0.49,3.89,4.63,2.7,"Dipolog"
"2025-07-01 01:01:40+08:00",1.0,178.15,0.08,2.03,23.74,0.16,3.61,4.13,0.94,"Dumaguete"
"2025-07-01 01:01:42+08:00",1.0,182.41,0.09,2.38,25.93,0.22,3.28,3.56,1.64,"El Salvador"
"2025-07-01 01:01:43+08:00",1.0,171.46,0.02,2.33,23.51,0.29,2.73,3.22,0.81,"Escalante"
"2025-07-01 01:01:45+08:00",1.0,144.98,0.0,1.29,46.13,0.5,1.03,1.61,0.34,"Gapan"
"2025-07-01 01:01:48+08:00",1.0,104.57,0.0,0.25,38.5,0.09,1.37,3.07,0.0,"General Santos"
"2025-07-01 01:01:50+08:00",1.0,158.14,0.0,0.46,52.11,0.08,1.04,1.47,0.1,"General Trias"
"2025-07-01 01:01:52+08:00",1.0,334.12,0.78,6.65,13.71,0.7,9.79,10.7,7.93,"Gingoog City"
"2025-07-01 01:01:54+08:00",1.0,114.26,0.0,0.15,40.14,0.04,1.15,1.89,0.0,"Himamaylan"
"2025-07-01 01:01:57+08:00",3.0,991.76,3.45,17.55,3.8,2.7,46.14,48.11,8.7,"Ilagan"
"2025-07-01 01:01:59+08:00",1.0,106.52,0.0,0.26,33.19,0.03,0.73,0.86,0.07,"Iligan City"
"2025-07-01 01:02:01+08:00",1.0,124.59,0.0,0.18,41.82,0.05,1.35,2.5,0.0,"Iloilo City"
"2025-07-01 01:02:03+08:00",1.0,157.57,0.0,0.64,50.48,0.18,1.06,1.53,0.29,"Imus"
"2025-07-01 01:02:04+08:00",1.0,143.36,0.0,1.13,37.05,0.18,1.12,1.57,0.16,"Iriga City"
"2025-07-01 01:02:06+08:00",1.0,117.14,0.0,0.23,39.87,0.06,1.16,1.88,0.04,"Isabela"
"2025-07-01 01:02:08+08:00",1.0,114.28,0.0,0.21,38.59,0.04,1.18,2.03,0.02,"Kabankalan"
"2025-07-01 01:02:09+08:00",1.0,146.04,0.05,1.29,23.27,0.15,1.99,2.42,0.52,"Kidapawan"
"2025-07-01 01:02:10+08:00",1.0,107.43,0.0,0.14,40.94,0.04,1.34,2.65,0.0,"Koronadal"
"2025-07-01 01:02:12+08:00",1.0,120.03,0.0,0.31,39.6,0.08,1.18,1.87,0.08,"La Carlota"
"2025-07-01 01:02:14+08:00",1.0,104.1,0.0,0.25,38.01,0.08,1.02,1.99,0.01,"Lamitan"
"2025-07-01 01:02:16+08:00",1.0,276.04,0.0,7.07,35.15,2.54,7.74,8.55,0.24,"Laoag"
"2025-07-01 01:02:17+08:00",1.0,134.32,0.0,1.18,31.74,0.26,1.3,1.56,0.4,"Lapu-Lapu City"
"2025-07-01 01:02:19+08:00",1.0,157.57,0.0,0.64,50.48,0.18,1.06,1.53,0.29,"Las Piñas"
"2025-07-01 01:02:21+08:00",1.0,182.06,0.0,2.44,29.77,0.36,2.44,2.87,0.28,"Legazpi City"
"2025-07-01 01:02:23+08:00",1.0,155.52,0.0,1.53,34.64,0.23,1.55,2.03,0.2,"Ligao"
"2025-07-01 01:02:25+08:00",1.0,160.94,0.0,0.84,49.25,0.11,1.04,1.35,0.13,"Lipa City"
"2025-07-01 01:02:27+08:00",1.0,122.66,0.0,0.2,40.9,0.05,1.29,2.35,0.02,"Lucena"
"2025-07-01 01:02:29+08:00",1.0,122.66,0.0,0.2,40.9,0.05,1.29,2.35,0.02,"Maasin"
"2025-07-01 01:02:31+08:00",1.0,135.55,0.0,0.23,48.52,0.07,0.89,1.39,0.01,"Mabalacat City"
"2025-07-01 01:02:33+08:00",1.0,160.84,0.0,1.07,48.11,0.3,1.07,1.45,0.58,"Makati City"
"2025-07-01 01:02:35+08:00",1.0,129.77,0.0,0.47,46.67,0.17,1.29,2.14,0.0,"Malabon"
"2025-07-01 01:02:38+08:00",2.0,399.44,0.82,7.2,3.44,0.72,11.87,12.6,4.2,"Malaybalay"
"2025-07-01 01:02:39+08:00",1.0,156.42,0.0,1.01,47.24,0.38,1.1,1.63,0.69,"Malolos"
"2025-07-01 01:02:41+08:00",1.0,160.84,0.0,1.07,48.11,0.3,1.07,1.45,0.58,"Mandaluyong City"
"2025-07-01 01:02:43+08:00",1.0,134.32,0.0,1.18,31.74,0.26,1.3,1.56,0.4,"Mandaue City"
"2025-07-01 01:02:45+08:00",1.0,156.99,0.0,0.83,48.86,0.28,1.08,1.58,0.49,"Manila"
"2025-07-01 01:02:47+08:00",1.0,106.04,0.0,0.21,32.45,0.03,0.78,1.05,0.05,"Marawi"
