"datetime","main.aqi","components.co","components.no","components.no2","components.o3","components.so2","components.pm2_5","components.pm10","components.nh3","city_name"
"2025-06-01 00:01:00+08:00",1.0,138.29,0.0,2.35,22.82,0.84,2.34,4.2,1.07,"Candon"
"2025-06-01 00:01:02+08:00",1.0,109.04,0.0,0.36,30.31,0.13,1.89,2.58,0.86,"Canlaon"
"2025-06-01 00:01:03+08:00",1.0,114.03,0.0,0.57,34.5,0.35,2.47,2.7,1.33,"Carcar"
"2025-06-01 00:01:06+08:00",1.0,117.99,0.0,0.67,31.37,0.08,0.87,1.04,0.61,"Carmona"
"2025-06-01 00:01:09+08:00",2.0,277.46,0.0,8.83,40.04,3.4,14.07,15.15,9.36,"Catbalogan"
"2025-06-01 00:01:11+08:00",1.0,344.99,0.11,7.68,14.56,1.21,8.45,9.83,5.0,"Cauayan"
"2025-06-01 00:01:13+08:00",1.0,113.23,0.0,0.62,30.91,0.13,0.97,1.38,0.51,"Cavite City"
"2025-06-01 00:01:15+08:00",1.0,187.71,0.24,2.16,28.36,0.46,6.21,6.87,3.61,"Cebu City"
"2025-06-01 00:01:18+08:00",1.0,122.01,0.0,0.98,29.68,0.28,1.01,1.4,1.24,"City of Marikina"
"2025-06-01 00:01:19+08:00",2.0,602.14,1.75,12.64,3.11,1.75,22.85,25.71,16.17,"City of Masbate"
"2025-06-01 00:01:22+08:00",1.0,113.45,0.0,0.52,27.1,0.13,1.36,1.92,1.16,"City of Passi"
"2025-06-01 00:01:24+08:00",1.0,268.55,0.22,4.59,27.64,0.74,9.92,11.01,6.94,"City of Sorsogon"
"2025-06-01 00:01:27+08:00",2.0,172.64,0.0,0.38,44.32,0.11,11.8,12.37,1.18,"Cotabato"
"2025-06-01 00:01:29+08:00",1.0,306.44,0.15,5.6,10.53,0.87,8.34,9.44,3.8,"Dagupan"
"2025-06-01 00:01:31+08:00",1.0,191.92,0.24,2.42,29.39,0.51,6.24,6.87,3.95,"Danao"
"2025-06-01 00:01:33+08:00",1.0,187.71,0.24,2.16,28.36,0.46,6.21,6.87,3.61,"Dapitan"
"2025-06-01 00:01:34+08:00",1.0,112.76,0.0,0.56,31.5,0.07,0.91,1.21,0.35,"Dasmariñas"
"2025-06-01 00:01:37+08:00",2.0,610.61,0.41,13.4,20.42,1.75,23.12,24.23,35.85,"Davao"
"2025-06-01 00:01:39+08:00",2.0,306.62,0.0,5.26,38.28,0.73,11.12,11.66,14.58,"Digos"
"2025-06-01 00:01:41+08:00",2.0,266.09,0.07,5.64,25.1,0.95,10.1,11.14,21.2,"Dipolog"
"2025-06-01 00:01:43+08:00",2.0,262.19,0.07,4.85,26.37,0.86,12.5,13.57,21.92,"Dumaguete"
"2025-06-01 00:01:45+08:00",2.0,392.14,0.3,5.95,29.98,0.59,22.19,22.93,16.4,"El Salvador"
"2025-06-01 00:01:48+08:00",2.0,316.86,0.71,5.25,10.22,0.55,11.7,13.18,7.29,"Escalante"
"2025-06-01 00:01:49+08:00",1.0,109.32,0.0,0.91,28.92,0.37,1.1,1.96,0.45,"Gapan"
"2025-06-01 00:01:51+08:00",1.0,117.3,0.0,0.62,37.18,0.21,3.11,3.34,0.61,"General Santos"
"2025-06-01 00:01:53+08:00",1.0,112.76,0.0,0.56,31.5,0.07,0.91,1.21,0.35,"General Trias"
"2025-06-01 00:01:55+08:00",3.0,614.92,2.95,16.35,1.0,1.93,25.44,28.49,71.04,"Gingoog City"
"2025-06-01 00:01:57+08:00",1.0,101.91,0.0,0.1,29.63,0.04,1.68,2.37,0.1,"Himamaylan"
"2025-06-01 00:01:58+08:00",1.0,279.68,0.01,5.01,16.84,0.69,5.78,6.51,2.69,"Ilagan"
"2025-06-01 00:02:00+08:00",2.0,261.99,0.0,1.74,37.35,0.15,14.78,14.9,3.13,"Iligan City"
"2025-06-01 00:02:02+08:00",1.0,101.2,0.0,0.1,27.01,0.05,0.96,1.56,0.01,"Iloilo City"
"2025-06-01 00:02:04+08:00",1.0,113.23,0.0,0.62,30.91,0.13,0.97,1.38,0.51,"Imus"
"2025-06-01 00:02:05+08:00",1.0,138.17,0.0,0.82,31.32,0.23,2.86,3.49,1.32,"Iriga City"
"2025-06-01 00:02:08+08:00",1.0,106.26,0.0,0.28,29.25,0.1,1.61,2.28,0.58,"Isabela"
"2025-06-01 00:02:09+08:00",1.0,107.56,0.0,0.18,29.39,0.06,2.18,2.89,0.42,"Kabankalan"
"2025-06-01 00:02:10+08:00",2.0,472.99,0.0,9.65,37.9,1.29,20.97,21.93,26.51,"Kidapawan"
"2025-06-01 00:02:13+08:00",1.0,142.71,0.0,0.45,41.3,0.07,4.83,5.03,1.22,"Koronadal"
"2025-06-01 00:02:14+08:00",1.0,110.61,0.0,0.46,28.86,0.16,1.55,2.19,1.06,"La Carlota"
"2025-06-01 00:02:17+08:00",1.0,107.3,0.0,0.91,34.75,0.35,2.31,2.57,0.5,"Lamitan"
"2025-06-01 00:02:18+08:00",1.0,122.22,0.0,2.21,27.58,1.03,2.42,5.0,0.29,"Laoag"
"2025-06-01 00:02:20+08:00",1.0,187.71,0.24,2.16,28.36,0.46,6.21,6.87,3.61,"Lapu-Lapu City"
"2025-06-01 00:02:23+08:00",1.0,113.23,0.0,0.62,30.91,0.13,0.97,1.38,0.51,"Las Piñas"
"2025-06-01 00:02:24+08:00",1.0,181.47,0.0,1.73,32.59,0.43,5.57,6.15,2.87,"Legazpi City"
"2025-06-01 00:02:26+08:00",1.0,157.81,0.0,1.19,31.32,0.32,3.89,4.6,1.92,"Ligao"
"2025-06-01 00:02:29+08:00",1.0,123.84,0.0,1.21,31.88,0.16,1.12,1.35,0.88,"Lipa City"
"2025-06-01 00:02:30+08:00",1.0,102.66,0.0,0.12,27.05,0.05,1.01,1.57,0.1,"Lucena"
"2025-06-01 00:02:32+08:00",1.0,102.66,0.0,0.12,27.05,0.05,1.01,1.57,0.1,"Maasin"
"2025-06-01 00:02:35+08:00",1.0,103.01,0.0,0.32,29.32,0.12,1.16,2.43,0.03,"Mabalacat City"
"2025-06-01 00:02:37+08:00",1.0,120.0,0.0,0.83,30.52,0.18,0.94,1.22,0.93,"Makati City"
"2025-06-01 00:02:40+08:00",1.0,107.2,0.0,0.34,28.68,0.16,1.3,3.17,0.0,"Malabon"
"2025-06-01 00:02:42+08:00",3.0,645.63,2.9,8.38,1.46,0.97,35.58,36.72,20.41,"Malaybalay"
"2025-06-01 00:02:44+08:00",1.0,114.17,0.0,0.75,29.73,0.24,1.08,1.74,0.82,"Malolos"
"2025-06-01 00:02:47+08:00",1.0,120.0,0.0,0.83,30.52,0.18,0.94,1.22,0.93,"Mandaluyong City"
"2025-06-01 00:02:48+08:00",1.0,187.71,0.24,2.16,28.36,0.46,6.21,6.87,3.61,"Mandaue City"
"2025-06-01 00:02:50+08:00",1.0,113.7,0.0,0.69,30.32,0.18,1.02,1.56,0.67,"Manila"
"2025-06-01 00:02:53+08:00",2.0,201.3,0.0,0.88,38.82,0.1,11.17,11.38,1.73,"Marawi"
"2025-06-01 00:02:55+08:00",2.0,356.11,0.77,7.71,17.06,0.94,12.08,14.0,15.81,"Mati"
"2025-06-01 00:02:57+08:00",1.0,113.7,0.0,0.69,30.32,0.18,1.02,1.56,0.67,"Meycauayan"
"2025-06-01 00:03:00+08:00",1.0,162.63,0.32,2.46,25.2,0.64,2.64,4.17,2.01,"Muñoz"
"2025-06-01 00:03:01+08:00",1.0,113.99,0.0,0.46,30.5,0.17,1.26,1.95,0.53,"Naga"
"2025-06-01 00:03:04+08:00",1.0,113.7,0.0,0.69,30.32,0.18,1.02,1.56,0.67,"Navotas"
"2025-06-01 00:03:06+08:00",1.0,103.37,0.0,0.36,29.22,0.12,1.26,2.95,0.03,"Olongapo"
"2025-06-01 00:03:07+08:00",2.0,354.34,0.0,11.5,28.94,2.49,15.57,17.34,16.36,"Ormoc"
"2025-06-01 00:03:09+08:00",2.0,315.82,0.0,5.95,36.35,0.93,17.17,17.84,27.91,"Oroquieta"
"2025-06-01 00:03:10+08:00",1.0,174.5,0.0,1.14,37.76,0.17,7.46,7.66,4.0,"Ozamiz City"
"2025-06-01 00:03:12+08:00",1.0,132.96,0.0,1.03,35.03,0.22,3.35,3.7,3.61,"Pagadian"
"2025-06-01 00:03:14+08:00",1.0,112.62,0.0,1.7,27.75,0.76,1.11,1.89,0.51,"Palayan City"
"2025-06-01 00:03:15+08:00",3.0,644.37,0.54,13.93,16.95,1.78,27.63,29.06,35.86,"Panabo"
"2025-06-01 00:03:17+08:00",1.0,120.0,0.0,0.83,30.52,0.18,0.94,1.22,0.93,"Paranaque City"
"2025-06-01 00:03:19+08:00",1.0,120.0,0.0,0.83,30.52,0.18,0.94,1.22,0.93,"Pasig"
"2025-06-01 00:03:21+08:00",1.0,123.0,0.0,0.39,40.6,0.22,1.71,4.02,0.11,"Puerto Princesa City"
"2025-06-01 00:03:22+08:00",1.0,122.01,0.0,0.98,29.68,0.28,1.01,1.4,1.24,"Quezon City"
"2025-06-01 00:03:24+08:00",1.0,354.7,0.16,7.18,13.09,1.03,9.24,10.56,4.63,"Roxas"
"2025-06-01 00:03:26+08:00",2.0,316.86,0.71,5.25,10.22,0.55,11.7,13.18,7.29,"Sagay"
"2025-06-01 00:03:28+08:00",1.0,104.66,0.0,0.38,30.27,0.1,1.13,2.24,0.06,"Samal"
"2025-06-01 00:03:29+08:00",1.0,106.9,0.0,0.99,28.51,0.44,1.12,2.08,0.27,"San Carlos"
"2025-06-01 00:03:31+08:00",1.0,109.17,0.0,1.03,24.89,0.39,1.74,4.61,0.38,"San Fernando"
"2025-06-01 00:03:34+08:00",1.0,297.83,0.06,4.04,8.57,0.45,8.67,9.89,4.41,"San Jose"
"2025-06-01 00:03:35+08:00",1.0,123.99,0.0,1.13,28.84,0.38,1.09,1.57,1.55,"San Jose del Monte"
"2025-06-01 00:03:38+08:00",1.0,135.68,0.0,2.61,25.62,1.13,2.51,4.7,0.68,"San Juan"
"2025-06-01 00:03:39+08:00",1.0,104.32,0.0,0.37,30.63,0.09,1.06,1.9,0.09,"San Pablo"
"2025-06-01 00:03:42+08:00",1.0,281.18,0.01,4.56,15.48,0.48,5.66,6.35,2.73,"San Pedro"
"2025-06-01 00:03:43+08:00",1.0,106.9,0.0,0.99,28.51,0.44,1.12,2.08,0.27,"Santa Rosa"
"2025-06-01 00:03:46+08:00",1.0,149.37,0.0,2.86,23.08,1.02,2.71,4.6,1.25,"Santiago"
"2025-06-01 00:03:48+08:00",2.0,363.79,0.2,6.69,11.67,0.87,10.04,11.3,4.26,"Santo Tomas"
"2025-06-01 00:03:50+08:00",1.0,114.97,0.0,0.63,28.47,0.21,1.48,2.1,1.54,"Silay City"
"2025-06-01 00:03:52+08:00",1.0,101.11,0.0,0.12,27.18,0.07,1.34,2.2,0.08,"Sipalay"
"2025-06-01 00:03:54+08:00",2.0,356.11,0.77,7.71,17.06,0.94,12.08,14.0,15.81,"Surigao City"
"2025-06-01 00:03:57+08:00",1.0,161.21,0.0,1.3,32.3,0.33,4.42,4.96,2.17,"Tabaco"
"2025-06-01 00:03:59+08:00",2.0,377.04,0.27,7.23,9.15,1.07,11.38,12.84,4.81,"Tabuk"
"2025-06-01 00:04:01+08:00",2.0,411.89,0.0,14.41,33.67,3.04,19.9,21.5,16.25,"Tacloban City"
"2025-06-01 00:04:03+08:00",1.0,190.3,0.0,1.49,42.18,0.21,9.18,9.54,3.81,"Tacurong"
"2025-06-01 00:04:04+08:00",1.0,115.17,0.0,0.77,31.51,0.1,1.0,1.31,0.43,"Tagaytay City"
"2025-06-01 00:04:06+08:00",1.0,120.0,0.0,0.83,30.52,0.18,0.94,1.22,0.93,"Taguig"
"2025-06-01 00:04:08+08:00",1.0,125.76,0.0,0.81,29.74,0.21,1.43,1.79,0.97,"Talisay"
"2025-06-01 00:04:10+08:00",1.0,120.92,0.0,0.94,31.62,0.12,0.99,1.2,0.75,"Tanauan"
"2025-06-01 00:04:12+08:00",2.0,326.47,1.94,4.14,0.88,0.69,14.99,15.67,13.13,"Tandag"
"2025-06-01 00:04:14+08:00",1.0,114.97,0.0,0.63,28.47,0.21,1.48,2.1,1.54,"Tangub"
"2025-06-01 00:04:15+08:00",1.0,127.6,0.0,0.47,29.76,0.09,4.06,4.67,1.52,"Tanjay"
"2025-06-01 00:04:18+08:00",1.0,102.6,0.0,0.29,29.02,0.12,1.16,2.43,0.02,"Tarlac City"
"2025-06-01 00:04:19+08:00",1.0,169.88,0.09,1.93,23.38,0.24,2.64,2.94,1.69,"Tayabas"
"2025-06-01 00:04:21+08:00",1.0,217.9,0.35,2.64,23.07,0.44,7.73,8.65,4.34,"Toledo City"
"2025-06-01 00:04:23+08:00",1.0,299.4,0.1,4.92,10.73,0.67,8.0,9.07,3.82,"Tuguegarao"
"2025-06-01 00:04:25+08:00",1.0,102.07,0.0,0.41,28.1,0.14,1.03,2.13,0.14,"Urdaneta"
"2025-06-01 00:04:26+08:00",2.0,285.93,0.01,8.65,26.56,2.1,11.21,13.03,14.99,"Valencia"
"2025-06-01 00:04:28+08:00",1.0,113.7,0.0,0.69,30.32,0.18,1.02,1.56,0.67,"Valenzuela"
"2025-06-01 00:04:29+08:00",1.0,126.98,0.0,1.1,28.17,0.3,1.84,2.49,2.7,"Victorias"
"2025-06-01 00:04:32+08:00",1.0,122.29,0.0,1.66,27.14,0.67,2.35,5.17,0.49,"Vigan"
"2025-06-01 00:04:34+08:00",1.0,130.51,0.0,2.23,27.34,0.49,1.47,1.97,2.11,"Zamboanga City"
"2025-06-01 01:00:01+08:00",1.0,108.33,0.0,0.34,28.74,0.17,1.51,4.13,0.0,"Alaminos"
"2025-06-01 01:00:04+08:00",1.0,104.2,0.0,0.35,29.75,0.11,1.23,2.71,0.05,"Angeles City"
"2025-06-01 01:00:06+08:00",1.0,227.21,0.66,4.37,21.97,1.1,4.55,6.7,4.21,"Antipolo"
"2025-06-01 01:00:09+08:00",2.0,623.1,1.96,12.29,2.68,1.55,24.23,27.05,14.35,"Bacolod"
"2025-06-01 01:00:12+08:00",1.0,113.53,0.0,0.63,30.87,0.13,0.98,1.44,0.56,"Bacoor"
"2025-06-01 01:00:13+08:00",1.0,110.31,0.0,0.45,28.78,0.15,1.54,2.17,1.07,"Bago City"
"2025-06-01 01:00:15+08:00",1.0,112.1,0.0,0.99,24.11,0.35,1.44,3.12,0.53,"Baguio"
"2025-06-01 01:00:17+08:00",1.0,140.44,0.0,0.72,27.68,0.11,4.7,5.33,2.12,"Bais"
"2025-06-01 01:00:19+08:00",1.0,105.48,0.0,0.38,30.37,0.1,1.19,2.52,0.07,"Balanga"
"2025-06-01 01:00:21+08:00",1.0,124.53,0.0,2.26,27.1,0.99,2.42,4.82,0.29,"Batac City"
"2025-06-01 01:00:22+08:00",1.0,126.65,0.0,1.36,32.06,0.2,1.29,1.58,1.1,"Batangas City"
"2025-06-01 01:00:24+08:00",1.0,160.21,0.07,1.22,21.75,0.16,5.24,6.03,2.98,"Bayawan"
"2025-06-01 01:00:27+08:00",1.0,139.74,0.0,0.86,31.33,0.22,3.04,3.57,1.41,"Baybay"
"2025-06-01 01:00:30+08:00",3.0,591.21,6.55,7.76,0.01,1.56,25.51,27.26,51.87,"Bayugan"
"2025-06-01 01:00:31+08:00",2.0,378.44,0.0,11.14,36.47,2.19,18.95,20.1,13.26,"Bislig"
"2025-06-01 01:00:34+08:00",1.0,116.74,0.0,0.62,31.27,0.08,0.84,1.05,0.6,"Biñan"
"2025-06-01 01:00:36+08:00",2.0,288.2,0.61,6.0,14.98,1.1,10.05,11.43,9.99,"Bogo"
"2025-06-01 01:00:37+08:00",3.0,583.23,0.0,17.83,29.97,2.58,29.62,30.58,17.11,"Borongan"
"2025-06-01 01:00:39+08:00",3.0,626.83,7.31,11.59,0.0,2.46,25.93,28.41,93.95,"Butuan"
"2025-06-01 01:00:41+08:00",2.0,572.7,5.32,11.37,0.37,2.05,23.07,25.67,71.57,"Cabadbaran"
"2025-06-01 01:00:44+08:00",1.0,107.1,0.0,0.98,28.81,0.44,1.19,2.21,0.28,"Cabanatuan City"
"2025-06-01 01:00:46+08:00",1.0,116.74,0.0,0.62,31.27,0.08,0.84,1.05,0.6,"Cabuyao"
"2025-06-01 01:00:49+08:00",1.0,232.24,0.56,3.09,18.53,0.4,7.33,8.35,5.18,"Cadiz"
"2025-06-01 01:00:51+08:00",3.0,523.05,1.18,8.9,14.26,0.76,27.22,28.39,22.28,"Cagayan de Oro"
"2025-06-01 01:00:53+08:00",1.0,117.09,0.0,0.88,31.43,0.13,1.09,1.48,0.55,"Calaca"
"2025-06-01 01:00:55+08:00",1.0,116.74,0.0,0.62,31.27,0.08,0.84,1.05,0.6,"Calamba"
"2025-06-01 01:00:58+08:00",1.0,122.93,0.0,1.1,31.93,0.17,1.35,1.71,0.8,"Calapan"
"2025-06-01 01:00:59+08:00",2.0,254.91,0.0,5.61,45.24,2.68,15.87,17.03,13.83,"Calbayog City"
"2025-06-01 01:01:01+08:00",1.0,114.58,0.0,0.7,30.32,0.18,1.03,1.61,0.76,"Caloocan City"
"2025-06-01 01:01:03+08:00",1.0,139.94,0.0,2.35,22.34,0.79,2.38,4.2,1.12,"Candon"
"2025-06-01 01:01:05+08:00",1.0,108.6,0.0,0.35,30.31,0.12,1.87,2.5,0.86,"Canlaon"
"2025-06-01 01:01:07+08:00",1.0,113.16,0.0,0.53,34.03,0.31,2.13,2.33,1.3,"Carcar"
"2025-06-01 01:01:09+08:00",1.0,116.74,0.0,0.62,31.27,0.08,0.84,1.05,0.6,"Carmona"
"2025-06-01 01:01:11+08:00",2.0,278.63,0.0,8.68,37.58,2.99,13.29,14.29,8.47,"Catbalogan"
"2025-06-01 01:01:12+08:00",1.0,353.47,0.19,7.62,13.15,1.18,8.97,10.42,5.57,"Cauayan"
"2025-06-01 01:01:13+08:00",1.0,113.53,0.0,0.63,30.87,0.13,0.98,1.44,0.56,"Cavite City"
"2025-06-01 01:01:15+08:00",1.0,189.34,0.34,1.96,27.76,0.4,6.15,6.77,3.47,"Cebu City"
"2025-06-01 01:01:17+08:00",1.0,123.03,0.0,1.0,29.61,0.27,1.03,1.42,1.42,"City of Marikina"
"2025-06-01 01:01:19+08:00",2.0,623.1,1.96,12.29,2.68,1.55,24.23,27.05,14.35,"City of Masbate"
"2025-06-01 01:01:21+08:00",1.0,115.33,0.0,0.6,26.87,0.14,1.39,1.92,1.37,"City of Passi"
"2025-06-01 01:01:23+08:00",1.0,267.99,0.18,4.43,27.26,0.62,9.77,10.8,5.46,"City of Sorsogon"
"2025-06-01 01:01:25+08:00",2.0,171.03,0.0,0.38,43.74,0.1,11.41,12.05,1.12,"Cotabato"
"2025-06-01 01:01:26+08:00",1.0,312.36,0.25,5.4,10.3,0.82,8.66,9.77,4.12,"Dagupan"
"2025-06-01 01:01:28+08:00",1.0,193.35,0.34,2.22,28.68,0.45,6.19,6.79,3.76,"Danao"
"2025-06-01 01:01:30+08:00",1.0,189.34,0.34,1.96,27.76,0.4,6.15,6.77,3.47,"Dapitan"
"2025-06-01 01:01:32+08:00",1.0,112.48,0.0,0.55,31.43,0.07,0.92,1.27,0.35,"Dasmariñas"
"2025-06-01 01:01:34+08:00",2.0,619.33,0.31,13.29,20.2,1.64,24.33,25.3,36.51,"Davao"
"2025-06-01 01:01:36+08:00",2.0,313.13,0.0,5.25,38.04,0.69,11.39,11.87,14.93,"Digos"
"2025-06-01 01:01:38+08:00",2.0,270.83,0.07,5.58,24.3,0.92,10.48,11.48,22.77,"Dipolog"
"2025-06-01 01:01:43+08:00",2.0,271.79,0.07,4.94,25.03,0.85,13.14,14.18,23.67,"Dumaguete"
"2025-06-01 01:01:46+08:00",2.0,414.48,0.59,5.88,28.01,0.55,23.16,23.88,15.39,"El Salvador"
"2025-06-01 01:01:48+08:00",2.0,333.26,1.11,4.94,9.5,0.5,12.75,14.14,7.28,"Escalante"
"2025-06-01 01:01:51+08:00",1.0,109.94,0.0,0.91,29.13,0.37,1.16,2.07,0.51,"Gapan"
"2025-06-01 01:01:52+08:00",1.0,119.52,0.0,0.62,37.38,0.2,3.14,3.35,0.63,"General Santos"
"2025-06-01 01:01:57+08:00",1.0,112.48,0.0,0.55,31.43,0.07,0.92,1.27,0.35,"General Trias"
"2025-06-01 01:01:59+08:00",3.0,660.82,4.06,16.04,0.32,1.83,28.07,31.05,69.91,"Gingoog City"
"2025-06-01 01:02:03+08:00",1.0,101.56,0.0,0.09,29.71,0.04,1.67,2.31,0.09,"Himamaylan"
"2025-06-01 01:02:05+08:00",1.0,276.92,0.01,4.93,15.86,0.7,5.97,6.74,2.8,"Ilagan"
"2025-06-01 01:02:06+08:00",2.0,276.79,0.0,1.97,35.2,0.16,15.32,15.44,3.15,"Iligan City"
"2025-06-01 01:02:08+08:00",1.0,100.92,0.0,0.1,27.0,0.06,0.96,1.57,0.01,"Iloilo City"
"2025-06-01 01:02:10+08:00",1.0,113.53,0.0,0.63,30.87,0.13,0.98,1.44,0.56,"Imus"
"2025-06-01 01:02:11+08:00",1.0,137.93,0.0,0.83,30.89,0.22,2.73,3.41,1.26,"Iriga City"
"2025-06-01 01:02:14+08:00",1.0,105.93,0.0,0.27,29.24,0.1,1.6,2.24,0.58,"Isabela"
"2025-06-01 01:02:16+08:00",1.0,110.2,0.0,0.23,28.96,0.06,2.31,2.98,0.54,"Kabankalan"
"2025-06-01 01:02:18+08:00",2.0,481.67,0.0,9.59,37.46,1.24,21.64,22.53,27.16,"Kidapawan"
"2025-06-01 01:02:20+08:00",1.0,145.49,0.0,0.45,41.68,0.06,4.88,5.06,1.21,"Koronadal"
"2025-06-01 01:02:22+08:00",1.0,110.31,0.0,0.45,28.78,0.15,1.54,2.17,1.07,"La Carlota"
"2025-06-01 01:02:23+08:00",1.0,109.14,0.0,0.94,34.52,0.34,2.27,2.53,0.52,"Lamitan"
"2025-06-01 01:02:25+08:00",1.0,124.53,0.0,2.26,27.1,0.99,2.42,4.82,0.29,"Laoag"
"2025-06-01 01:02:27+08:00",1.0,189.34,0.34,1.96,27.76,0.4,6.15,6.77,3.47,"Lapu-Lapu City"
"2025-06-01 01:02:29+08:00",1.0,113.53,0.0,0.63,30.87,0.13,0.98,1.44,0.56,"Las Piñas"
"2025-06-01 01:02:34+08:00",1.0,174.66,0.0,1.6,31.92,0.35,4.84,5.33,2.37,"Legazpi City"
"2025-06-01 01:02:36+08:00",1.0,155.51,0.0,1.15,30.81,0.28,3.56,4.28,1.7,"Ligao"
"2025-06-01 01:02:37+08:00",1.0,123.36,0.0,1.11,31.8,0.16,1.14,1.4,0.93,"Lipa City"
"2025-06-01 01:02:40+08:00",1.0,102.39,0.0,0.11,27.06,0.05,1.0,1.53,0.09,"Lucena"
"2025-06-01 01:02:41+08:00",1.0,102.39,0.0,0.11,27.06,0.05,1.0,1.53,0.09,"Maasin"
"2025-06-01 01:02:44+08:00",1.0,103.81,0.0,0.32,29.47,0.12,1.24,2.7,0.04,"Mabalacat City"
"2025-06-01 01:02:46+08:00",1.0,119.89,0.0,0.81,30.44,0.17,0.94,1.24,1.01,"Makati City"
"2025-06-01 01:02:47+08:00",1.0,108.12,0.0,0.36,28.52,0.18,1.47,3.94,0.0,"Malabon"
"2025-06-01 01:02:49+08:00",3.0,682.32,3.66,7.98,0.55,0.89,36.46,37.46,20.16,"Malaybalay"
"2025-06-01 01:02:51+08:00",1.0,115.62,0.0,0.78,29.76,0.23,1.1,1.77,0.97,"Malolos"
"2025-06-01 01:02:53+08:00",1.0,119.89,0.0,0.81,30.44,0.17,0.94,1.24,1.01,"Mandaluyong City"
"2025-06-01 01:02:55+08:00",1.0,189.34,0.34,1.96,27.76,0.4,6.15,6.77,3.47,"Mandaue City"
"2025-06-01 01:02:57+08:00",1.0,114.58,0.0,0.7,30.32,0.18,1.03,1.61,0.76,"Manila"
"2025-06-01 01:03:00+08:00",2.0,204.65,0.0,0.96,37.62,0.1,11.06,11.26,1.7,"Marawi"
