"datetime","main.aqi","components.co","components.no","components.no2","components.o3","components.so2","components.pm2_5","components.pm10","components.nh3","coord.lon","coord.lat","extraction_date_time","city_name"
"2024-03-01 00:00:00+08:00",2.0,310.42,0.0,0.96,75.1,0.59,9.17,12.69,0.89,119.9811,16.1561,"2024-03-01 00:00:00.553716+08:00","Alaminos"
"2024-03-01 00:00:03+08:00",2.0,547.41,0.0,12.51,35.76,2.56,10.35,15.1,4.05,120.5833,15.15,"2024-03-01 00:00:04.000625+08:00","Angeles City"
"2024-03-01 00:00:06+08:00",1.0,330.45,0.0,3.17,58.65,0.54,3.49,5.01,2.34,121.19,15.6181,"2024-03-01 00:00:07.201447+08:00","Antipolo"
"2024-03-01 00:00:12+08:00",2.0,267.03,0.0,0.71,81.54,2.68,1.96,2.83,0.26,123.5085,12.2285,"2024-03-01 00:00:12.768113+08:00","Bacolod"
"2024-03-01 00:00:30+08:00",2.0,714.3,0.0,26.73,44.7,21.94,13.3,25.46,8.61,120.929,14.459000000000001,"2024-03-01 00:00:30.667219+08:00","Bacoor"
"2024-03-01 00:00:32+08:00",2.0,283.72,0.0,1.3,74.39,0.95,2.75,8.27,0.8,122.8333,10.5333,"2024-03-01 00:00:32.754535+08:00","Bago City"
"2024-03-01 00:00:35+08:00",2.0,514.03,0.0,7.45,43.99,2.38,19.7,22.8,5.26,120.5931,16.4164,"2024-03-01 00:00:35.679290+08:00","Baguio"
"2024-03-01 00:01:01+08:00",1.0,447.27,0.0,7.71,56.51,4.35,6.19,14.73,3.58,120.5361,14.6761,"2024-03-01 00:01:02.146387+08:00","Balanga"
"2024-03-01 00:01:03+08:00",2.0,297.07,0.0,0.47,76.53,0.2,4.14,5.49,0.67,120.5649,18.0554,"2024-03-01 00:01:04.039355+08:00","Batac City"
"2024-03-01 00:01:05+08:00",2.0,307.08,0.0,9.43,66.52,7.87,3.65,7.82,1.81,121.05,13.75,"2024-03-01 00:01:06.203915+08:00","Batangas City"
"2024-03-01 00:01:08+08:00",2.0,250.34,0.0,0.94,62.23,0.38,1.47,3.87,0.81,122.8011,9.3636,"2024-03-01 00:01:09.084119+08:00","Bayawan"
"2024-03-01 00:01:12+08:00",2.0,240.33,0.0,0.33,87.26,4.11,1.9,4.27,0.11,123.7135,13.4083,"2024-03-01 00:01:12.502159+08:00","Baybay"
"2024-03-01 00:01:14+08:00",1.0,267.03,0.0,2.79,22.89,0.72,3.05,3.66,0.53,125.7675,8.7561,"2024-03-01 00:01:15.177285+08:00","Bayugan"
"2024-03-01 00:01:18+08:00",2.0,267.03,0.0,1.69,72.96,0.56,3.59,14.75,1.01,125.0336,11.0725,"2024-03-01 00:01:18.278659+08:00","Bislig"
"2024-03-01 00:01:20+08:00",2.0,340.46,0.0,10.97,67.95,14.78,3.76,7.68,2.25,121.0807,14.3427,"2024-03-01 00:01:20.874735+08:00","Biñan"
"2024-03-01 00:01:23+08:00",2.0,250.34,0.0,0.64,80.11,0.35,3.17,12.81,0.38,124.0055,11.0517,"2024-03-01 00:01:23.339434+08:00","Bogo"
"2024-03-01 00:01:24+08:00",2.0,240.33,0.0,0.39,80.11,0.31,2.41,11.79,0.07,125.4319,11.6081,"2024-03-01 00:01:25.054936+08:00","Borongan"
"2024-03-01 00:01:27+08:00",1.0,280.38,0.0,1.89,35.41,0.37,2.32,2.73,0.63,125.5436,8.9492,"2024-03-01 00:01:27.727150+08:00","Butuan"
"2024-03-01 00:01:37+08:00",1.0,293.73,0.0,2.59,33.26,0.63,3.0,3.77,1.08,125.5344,9.1236,"2024-03-01 00:01:38.003434+08:00","Cabadbaran"
"2024-03-01 00:01:41+08:00",1.0,417.23,0.0,6.77,55.79,1.3,5.35,7.46,4.37,120.9667,15.4833,"2024-03-01 00:01:41.992557+08:00","Cabanatuan City"
"2024-03-01 00:01:45+08:00",2.0,340.46,0.0,10.97,67.95,14.78,3.76,7.68,2.25,121.1262,14.2726,"2024-03-01 00:01:46.015382+08:00","Cabuyao"
"2024-03-01 00:01:47+08:00",2.0,263.69,0.0,0.52,82.97,0.29,3.02,12.48,0.31,123.2856,10.9506,"2024-03-01 00:01:48.175224+08:00","Cadiz"
"2024-03-01 00:01:50+08:00",1.0,357.15,0.0,6.34,39.34,2.06,3.72,5.1,3.1,124.6472,8.4822,"2024-03-01 00:01:50.806671+08:00","Cagayan de Oro"
"2024-03-01 00:01:52+08:00",2.0,307.08,0.0,4.63,67.23,3.04,3.13,7.42,1.46,120.8133,13.9324,"2024-03-01 00:01:52.279750+08:00","Calaca"
"2024-03-01 00:01:53+08:00",2.0,340.46,0.0,10.97,67.95,14.78,3.76,7.68,2.25,121.1653,14.2117,"2024-03-01 00:01:53.834958+08:00","Calamba"
"2024-03-01 00:01:55+08:00",2.0,270.37,0.0,3.47,79.39,3.4,2.39,7.39,0.33,121.1803,13.4117,"2024-03-01 00:01:56.099330+08:00","Calapan"
"2024-03-01 00:01:58+08:00",2.0,263.69,0.0,0.75,68.67,3.87,3.11,11.42,0.57,124.6,12.0667,"2024-03-01 00:01:58.527400+08:00","Calbayog City"
"2024-03-01 00:02:01+08:00",2.0,1068.12,0.0,40.78,26.11,23.13,24.66,47.41,24.83,120.9667,14.65,"2024-03-01 00:02:01.382775+08:00","Caloocan City"
"2024-03-01 00:02:03+08:00",2.0,337.12,0.0,1.05,85.83,0.74,11.23,13.41,1.27,120.4517,17.1947,"2024-03-01 00:02:03.834412+08:00","Candon"
"2024-03-01 00:02:05+08:00",1.0,330.45,0.0,3.86,56.51,1.28,3.37,4.57,2.66,123.1964,10.3864,"2024-03-01 00:02:05.317291+08:00","Canlaon"
"2024-03-01 00:02:06+08:00",2.0,303.75,0.0,3.9,67.95,3.52,3.54,10.71,1.98,123.6402,10.1061,"2024-03-01 00:02:06.704503+08:00","Carcar"
"2024-03-01 00:02:08+08:00",2.0,340.46,0.0,10.97,67.95,14.78,3.76,7.68,2.25,121.0576,14.3132,"2024-03-01 00:02:08.407740+08:00","Carmona"
"2024-03-01 00:02:09+08:00",2.0,253.68,0.0,0.58,77.96,0.44,3.05,12.84,0.52,124.8861,11.7753,"2024-03-01 00:02:10.212616+08:00","Catbalogan"
"2024-03-01 00:02:12+08:00",1.0,447.27,0.0,6.6,39.7,0.81,9.24,12.33,7.09,121.7725,16.9347,"2024-03-01 00:02:13.181773+08:00","Cauayan"
"2024-03-01 00:02:15+08:00",2.0,714.3,0.0,26.73,44.7,21.94,13.3,25.46,8.61,120.9169,14.4825,"2024-03-01 00:02:15.964979+08:00","Cavite City"
"2024-03-01 00:02:17+08:00",2.0,307.08,0.0,4.28,66.52,3.73,3.96,10.55,1.88,123.8907,10.3167,"2024-03-01 00:02:17.840158+08:00","Cebu City"
"2024-03-01 00:02:20+08:00",2.0,781.06,0.01,24.33,34.69,14.19,14.42,27.51,9.63,121.1,14.6333,"2024-03-01 00:02:21.079435+08:00","City of Marikina"
"2024-03-01 00:02:23+08:00",2.0,267.03,0.0,0.71,81.54,2.68,1.96,2.83,0.26,123.5833,12.3333,"2024-03-01 00:02:23.710770+08:00","City of Masbate"
"2024-03-01 00:02:25+08:00",2.0,287.06,0.0,1.65,70.1,2.62,3.37,7.91,1.74,122.65,11.15,"2024-03-01 00:02:25.667426+08:00","City of Passi"
"2024-03-01 00:02:30+08:00",2.0,253.68,0.0,0.65,78.68,2.12,1.71,2.84,0.44,123.9833,12.9833,"2024-03-01 00:02:30.716483+08:00","City of Sorsogon"
"2024-03-01 00:02:31+08:00",1.0,400.54,0.0,4.88,26.82,0.75,5.32,6.98,3.52,124.2464,7.2236,"2024-03-01 00:02:32.196335+08:00","Cotabato"
"2024-03-01 00:02:34+08:00",2.0,440.6,0.01,5.48,15.56,0.57,12.08,14.65,2.57,121.5047,17.7061,"2024-03-01 00:02:34.235489+08:00","Dagupan"
"2024-03-01 00:02:36+08:00",2.0,277.04,0.0,4.5,67.95,4.59,3.53,9.75,0.75,124.0272,10.5208,"2024-03-01 00:02:36.354571+08:00","Danao"
"2024-03-01 00:02:38+08:00",2.0,307.08,0.0,4.28,66.52,3.73,3.96,10.55,1.88,123.9469,10.2706,"2024-03-01 00:02:38.488600+08:00","Dapitan"
"2024-03-01 00:02:40+08:00",2.0,367.17,0.0,12.51,65.09,15.5,4.73,8.68,2.34,120.9367,14.3294,"2024-03-01 00:02:41.045995+08:00","Dasmariñas"
"2024-03-01 00:02:43+08:00",1.0,277.04,0.0,2.87,41.84,0.62,1.96,2.27,0.52,125.6128,7.0731,"2024-03-01 00:02:43.557067+08:00","Davao"
"2024-03-01 00:02:46+08:00",1.0,307.08,0.0,2.53,43.27,0.46,1.49,1.84,1.31,125.3572,6.7497,"2024-03-01 00:02:46.220679+08:00","Digos"
"2024-03-01 00:02:47+08:00",2.0,260.35,0.0,0.51,78.68,0.48,3.11,10.86,0.09,123.3414,8.5894,"2024-03-01 00:02:48.049133+08:00","Dipolog"
"2024-03-01 00:02:50+08:00",2.0,257.02,0.0,1.33,66.52,0.61,2.21,6.66,0.55,123.3081,9.3103,"2024-03-01 00:02:50.719426+08:00","Dumaguete"
"2024-03-01 00:02:52+08:00",1.0,273.71,0.0,1.39,59.37,0.54,2.17,2.76,0.78,124.5225,8.5631,"2024-03-01 00:02:52.477879+08:00","El Salvador"
"2024-03-01 00:02:54+08:00",2.0,253.68,0.0,0.52,81.54,0.32,3.01,12.61,0.29,123.4992,10.8403,"2024-03-01 00:02:54.779487+08:00","Escalante"
"2024-03-01 00:02:56+08:00",1.0,500.68,0.0,9.25,51.5,1.7,7.85,12.23,6.14,120.9464,15.3072,"2024-03-01 00:02:57.211133+08:00","Gapan"
"2024-03-01 00:02:58+08:00",1.0,310.42,0.0,1.95,52.93,0.38,1.7,1.94,0.86,125.1717,6.1128,"2024-03-01 00:02:59.135827+08:00","General Santos"
"2024-03-01 00:03:00+08:00",2.0,367.17,0.0,12.51,65.09,15.5,4.73,8.68,2.34,120.8817,14.3869,"2024-03-01 00:03:00.806226+08:00","General Trias"
"2024-03-01 00:03:02+08:00",2.0,257.02,0.0,0.74,60.08,0.14,1.34,1.6,0.25,125.1167,8.8333,"2024-03-01 00:03:02.366343+08:00","Gingoog City"
"2024-03-01 00:03:03+08:00",2.0,320.44,0.0,2.87,66.52,1.39,2.68,4.31,2.25,122.8706,10.0989,"2024-03-01 00:03:03.929640+08:00","Himamaylan"
"2024-03-01 00:03:06+08:00",1.0,440.6,0.0,5.91,48.64,0.75,8.71,11.14,6.27,121.8892,17.1485,"2024-03-01 00:03:06.231482+08:00","Ilagan"
"2024-03-01 00:03:07+08:00",2.0,270.37,0.0,2.04,62.94,1.48,2.76,3.72,0.96,124.4,8.25,"2024-03-01 00:03:08.032791+08:00","Iligan City"
"2024-03-01 00:03:10+08:00",2.0,297.07,0.0,1.5,75.1,2.35,3.6,7.92,1.49,122.55,10.75,"2024-03-01 00:03:10.574812+08:00","Iloilo City"
"2024-03-01 00:03:11+08:00",2.0,714.3,0.0,26.73,44.7,21.94,13.3,25.46,8.61,120.9367,14.4297,"2024-03-01 00:03:12.011483+08:00","Imus"
"2024-03-01 00:03:14+08:00",2.0,260.35,0.0,1.5,67.95,5.84,3.05,5.5,1.09,123.4167,13.4167,"2024-03-01 00:03:14.814340+08:00","Iriga City"
"2024-03-01 00:03:16+08:00",2.0,307.08,0.0,2.36,67.95,1.39,2.72,5.66,1.74,122.9888,10.2048,"2024-03-01 00:03:16.365077+08:00","Isabela"
"2024-03-01 00:03:17+08:00",2.0,313.76,0.0,2.91,66.52,1.49,2.55,4.64,2.15,122.8122,9.9889,"2024-03-01 00:03:17.904016+08:00","Kabankalan"
"2024-03-01 00:03:19+08:00",1.0,447.27,0.01,8.91,16.09,1.65,8.72,11.6,12.54,125.0894,7.0083,"2024-03-01 00:03:19.474036+08:00","Kidapawan"
