"datetime","main.aqi","components.co","components.no","components.no2","components.o3","components.so2","components.pm2_5","components.pm10","components.nh3","coord.lon","coord.lat","extraction_date_time","city_name"
"2024-12-01 00:00:00+08:00",2.0,350.48,0.0,3.51,62.94,0.75,16.03,22.51,3.55,119.9811,16.1561,"2024-12-01 00:00:00.565783+08:00","Alaminos"
"2024-12-01 00:00:01+08:00",2.0,357.15,0.0,5.57,44.35,1.24,10.21,14.27,2.88,120.5833,15.15,"2024-12-01 00:00:02.027975+08:00","Angeles City"
"2024-12-01 00:00:04+08:00",2.0,267.03,0.0,1.67,64.37,0.54,9.83,13.74,1.35,121.19,15.6181,"2024-12-01 00:00:04.833816+08:00","Antipolo"
"2024-12-01 00:00:07+08:00",1.0,195.27,0.0,1.37,30.76,1.97,2.02,2.12,0.33,123.5085,12.2285,"2024-12-01 00:00:07.188195+08:00","Bacolod"
"2024-12-01 00:00:09+08:00",2.0,397.21,0.0,10.37,63.66,5.72,10.27,13.34,2.03,120.929,14.459000000000001,"2024-12-01 00:00:09.449084+08:00","Bacoor"
"2024-12-01 00:00:11+08:00",1.0,243.66,0.0,2.87,26.11,1.03,2.75,3.5,0.67,122.8333,10.5333,"2024-12-01 00:00:11.706099+08:00","Bago City"
"2024-12-01 00:00:13+08:00",2.0,507.36,0.0,6.17,27.9,2.03,20.84,23.78,3.61,120.5931,16.4164,"2024-12-01 00:00:13.334333+08:00","Baguio"
"2024-12-01 00:00:15+08:00",1.0,277.04,0.01,3.43,15.74,0.52,4.97,5.95,6.71,123.1228,9.5911,"2024-12-01 00:00:15.147357+08:00","Bais"
"2024-12-01 00:00:16+08:00",1.0,390.53,0.0,6.08,52.93,2.15,9.8,12.85,2.41,120.5361,14.6761,"2024-12-01 00:00:16.401778+08:00","Balanga"
"2024-12-01 00:00:17+08:00",2.0,263.69,0.0,1.19,81.54,0.89,12.11,19.51,0.33,120.5649,18.0554,"2024-12-01 00:00:17.647863+08:00","Batac City"
"2024-12-01 00:00:18+08:00",2.0,260.35,0.0,5.48,67.23,3.19,8.84,9.79,1.36,121.05,13.75,"2024-12-01 00:00:19.089662+08:00","Batangas City"
"2024-12-01 00:00:20+08:00",1.0,327.11,0.06,5.66,6.88,0.74,7.99,8.92,7.85,122.8011,9.3636,"2024-12-01 00:00:20.574191+08:00","Bayawan"
"2024-12-01 00:00:21+08:00",2.0,270.37,0.0,0.61,71.53,6.32,6.02,6.35,0.11,123.7135,13.4083,"2024-12-01 00:00:21.917146+08:00","Baybay"
"2024-12-01 00:00:24+08:00",1.0,247.0,0.19,3.64,1.03,0.79,4.98,5.72,1.54,125.7675,8.7561,"2024-12-01 00:00:24.207517+08:00","Bayugan"
"2024-12-01 00:00:26+08:00",1.0,206.95,0.0,1.97,30.76,0.3,0.78,0.97,0.65,125.0336,11.0725,"2024-12-01 00:00:26.783151+08:00","Bislig"
"2024-12-01 00:00:28+08:00",2.0,594.14,0.0,22.28,56.51,15.26,16.1,20.71,4.56,121.0807,14.3427,"2024-12-01 00:00:28.424880+08:00","Biñan"
"2024-12-01 00:00:30+08:00",1.0,243.66,0.0,3.68,18.06,1.59,1.84,2.07,0.28,124.0055,11.0517,"2024-12-01 00:00:30.982266+08:00","Bogo"
"2024-12-01 00:00:32+08:00",1.0,178.58,0.01,0.85,14.31,0.13,0.5,0.66,0.12,125.4319,11.6081,"2024-12-01 00:00:32.500793+08:00","Borongan"
"2024-12-01 00:00:33+08:00",1.0,250.34,0.01,3.0,4.69,0.54,3.44,4.05,0.96,125.5436,8.9492,"2024-12-01 00:00:34.022657+08:00","Butuan"
"2024-12-01 00:00:36+08:00",1.0,260.35,0.0,3.3,11.18,0.43,2.46,2.82,0.6,125.5344,9.1236,"2024-12-01 00:00:36.245175+08:00","Cabadbaran"
"2024-12-01 00:00:38+08:00",2.0,310.42,0.0,2.72,61.51,0.76,9.11,12.77,2.95,120.9667,15.4833,"2024-12-01 00:00:38.668709+08:00","Cabanatuan City"
"2024-12-01 00:00:40+08:00",2.0,594.14,0.0,22.28,56.51,15.26,16.1,20.71,4.56,121.1262,14.2726,"2024-12-01 00:00:40.901876+08:00","Cabuyao"
"2024-12-01 00:00:42+08:00",1.0,198.6,0.0,0.87,28.61,0.18,0.89,1.17,0.28,123.2856,10.9506,"2024-12-01 00:00:42.959374+08:00","Cadiz"
"2024-12-01 00:00:44+08:00",1.0,250.34,0.0,2.66,51.5,0.73,3.04,3.35,1.03,124.6472,8.4822,"2024-12-01 00:00:44.454885+08:00","Cagayan de Oro"
"2024-12-01 00:00:45+08:00",2.0,253.68,0.0,5.83,70.81,5.01,8.57,9.43,0.77,120.8133,13.9324,"2024-12-01 00:00:45.808668+08:00","Calaca"
"2024-12-01 00:00:47+08:00",2.0,594.14,0.0,22.28,56.51,15.26,16.1,20.71,4.56,121.1653,14.2117,"2024-12-01 00:00:47.591179+08:00","Calamba"
"2024-12-01 00:00:48+08:00",2.0,240.33,0.0,5.31,77.25,3.64,7.66,8.51,0.33,121.1803,13.4117,"2024-12-01 00:00:48.993300+08:00","Calapan"
"2024-12-01 00:00:51+08:00",1.0,198.6,0.02,1.13,8.14,3.52,2.51,2.75,0.42,124.6,12.0667,"2024-12-01 00:00:51.687511+08:00","Calbayog City"
"2024-12-01 00:00:52+08:00",2.0,357.15,0.0,6.51,61.51,2.83,8.95,11.54,2.57,120.9667,14.65,"2024-12-01 00:00:52.947212+08:00","Caloocan City"
